comentarios	status
exceptionally bad  	0
all in all its an insult to ones intelligence and a huge waste of money  	0
so there is no way for me to plug it in here in the us unless i go by a converter	0
good case excellent value	1
great for the jawbone	1
tied to charger for conversations lasting more than 45 minutesmajor problems	0
the mic is great	1
i have to jiggle the plug to get it to line up right to get decent volume	0
if you have several dozen or several hundred contacts then imagine the fun of sending each of them one by one	0
if you are razr owneryou must have this	1
needless to say i wasted my money	0
what a waste of money and time	0
and the sound quality is great	1
he was very impressed when going from the original battery to the extended battery	1
if the two were seperated by a mere 5+ ft i started to notice excessive static and garbled sound from the headset	0
very good quality though	1
the design is very odd as the ear "clipis not very comfortable at all	0
highly recommend for any one who has a blue tooth phone	1
i advise everyone do not be fooled	0
so far so good	1
works great	1
it clicks into place in a way that makes you wonder how long that mechanism would last	0
i went on motorolas website and followed all directions but could not get it to pair again	0
i bought this to use with my kindle fire and absolutely loved it	1
the commercials are the most misleading	0
i have yet to run this new battery below two bars and thats three days without charging	1
i bought it for my mother and she had a problem with the battery	0
great pocket pc / phone combination	1
ive owned this phone for 7 months now and can say that its the best mobile phone ive had	1
i didnt think that the instructions provided were helpful to me	0
people couldnt hear me talk and i had to pull out the earphone and talk on the phone	0
doesnt hold charge	0
this is a simple little phone to use but the breakage is unacceptible	0
this product is ideal for people like me whose ears are very sensitive	1
it is unusable in a moving car at freeway speed	0
i have two more years left in this contract and i hate this phone	0
car charger as well as ac charger are included to make sure you never run out of juicehighy recommended	1
you need at least 3 mins to get to your phone book from the time you first turn on the phonebattery life is short	0
it has kept up very well	1
poor talk time performance	0
the case is great and works fine with the 680	1
worthless product	0
it has a great camera thats 2mp and the pics are nice and clear with great picture quality	1
